Vintage Index,QSB,Contribution Profit,New Accounts,CP per Account
0,0,24966.0,23883.0,1.045346062052506
0,1,-38868.0,23883.0,-1.6274337394799647
0,2,-9677.0,23883.0,-0.4051836033999079
0,3,-69705.0,23883.0,-2.9186031905539505
0,4,217025.0,23883.0,9.087007494870829
0,5,158017.0,23883.0,6.616296110203911
0,6,137719.0,23883.0,5.766402880710128
0,7,79832.0,23883.0,3.3426286479922958
0,8,327827.0,23883.0,13.726374408575136
0,9,204933.0,23883.0,8.58070594146464
0,10,193841.0,23883.0,8.116275174810534
0,11,141173.0,23883.0,5.911024578151824
0,12,329809.0,23883.0,13.809362307917766
0,13,226694.0,23883.0,9.49185613197672
0,14,261059.82387507634,23883.0,10.930780215009687
0,15,261222.05561676546,23883.0,10.93757298567037
0,16,261315.32703601703,23883.0,10.941478333375917
0,17,261342.35483534637,23883.0,10.942610008598015
0,18,261305.75782129096,23883.0,10.941077662826737
0,19,261208.06055672377,23883.0,10.936987001495782
0,20,261051.69687137232,23883.0,10.930439930970662
0,21,260839.01323619985,23883.0,10.921534699836698
1,0,-13229.0,28630.0,-0.462067761089766
1,1,-19834.0,28630.0,-0.6927698218651764
1,2,-96240.0,28630.0,-3.3615089067411805
1,3,248307.0,28630.0,8.67296542088718
1,4,153653.0,28630.0,5.366852951449529
1,5,169241.0,28630.0,5.911316800558854
1,6,99477.0,28630.0,3.474572127139364
1,7,404822.0,28630.0,14.139783443939923
1,8,285873.0,28630.0,9.985085574572127
1,9,261654.0,28630.0,9.139154732797765
1,10,160574.0,28630.0,5.608592385609501
1,11,414520.0,28630.0,14.478519035976248
1,12,290792.0,28630.0,10.156898358365352
1,13,139896.92492523533,28630.0,4.886375303012062
1,14,172169.68681023788,28630.0,6.013611135530488
1,15,174056.93717530242,28630.0,6.079529765117095
1,16,175835.3923493656,28630.0,6.141648353103933
1,17,177508.92803675676,28630.0,6.200102271629645
1,18,179081.2816039076,28630.0,6.255022060911897
1,19,180556.0572912678,28630.0,6.306533611291226
1,20,181936.731220394,28630.0,6.354758338120642
2,0,-48734.0,28829.0,-1.690450587949634
2,1,-134547.0,28829.0,-4.667071351763849
2,2,216762.0,28829.0,7.518887231607063
2,3,108441.0,28829.0,3.7615248534461827
2,4,103686.0,28829.0,3.5965867702660517
2,5,84487.0,28829.0,2.930625411911617
2,6,378606.0,28829.0,13.132817648895209
2,7,281534.0,28829.0,9.765652641437441
2,8,254499.0,28829.0,8.82788164695272
2,9,159194.0,28829.0,5.52200908807104
2,10,436992.0,28829.0,15.15806999895938
2,11,299261.0,28829.0,10.380554302958826
2,12,320081.5383743298,28829.0,11.102762439707579
2,13,189942.3514178782,28829.0,6.588586195077117
2,14,220979.9979680995,28829.0,7.665198167404332
2,15,222118.5513148283,28829.0,7.704691502127313
2,16,223163.48247380558,28829.0,7.740937336494696
2,17,224118.23072905556,28829.0,7.774054969962731
2,18,224986.113008277,28829.0,7.8041594577778275
2,19,225770.3284445808,28829.0,7.8313617692108926
3,0,-180496.0,36774.0,-4.908250394300321
3,1,172576.0,36774.0,4.692880839723718
3,2,89742.0,36774.0,2.4403654756077664
3,3,140024.0,36774.0,3.807690215913417
3,4,27407.0,36774.0,0.7452819927122424
3,5,443996.0,36774.0,12.073638984064829
3,6,326840.0,36774.0,8.887801163865774
3,7,335106.0,36774.0,9.112579539892316
3,8,207014.0,36774.0,5.629357698373851
3,9,561662.0,36774.0,15.273345298308588
3,10,392395.0,36774.0,10.670446511121987
3,11,386643.37520440883,36774.0,10.51404185577878
3,12,421879.42345188063,36774.0,11.4722201406396
3,13,256909.4952797135,36774.0,6.986172167284318
3,14,298798.43363511015,36774.0,8.1252633283056
3,15,299954.9720613238,36774.0,8.156713222965243
3,16,300998.4138375197,36774.0,8.185087666218516
3,17,301932.9664866537,36774.0,8.210501073765533
3,18,302762.68783592054,36774.0,8.233063790610773
4,0,26961.0,25343.0,1.0638440595036105
4,1,-12854.0,25343.0,-0.5072011995422799
4,2,14029.0,25343.0,0.5535650870062739
4,3,-29005.0,25343.0,-1.1444974943771455
4,4,261911.0,25343.0,10.334648620920964
4,5,173611.0,25343.0,6.850451801286352
4,6,211630.0,25343.0,8.35062936511068
4,7,115290.0,25343.0,4.549185179339463
4,8,375957.0,25343.0,14.834747267490037
4,9,304651.0,25343.0,12.021110365781478
4,10,261919.0243015252,25343.0,10.33496524884683
4,11,273454.4126062362,25343.0,10.790135840517546
4,12,297437.77218773327,25343.0,11.736486295534595
4,13,182154.24627424148,25343.0,7.1875565747638985
4,14,212154.22269144972,25343.0,8.371314473087232
4,15,212889.38842242872,25343.0,8.400323103911482
4,16,213547.19835927873,25343.0,8.426279381260258
4,17,214130.54710247746,25343.0,8.449297522095941
5,0,-21946.0,29869.0,-0.734741705447119
5,1,-26572.0,29869.0,-0.8896179985938598
5,2,-65689.0,29869.0,-2.199236666778265
5,3,267568.0,29869.0,8.958050152331849
5,4,174027.0,29869.0,5.826341692055308
5,5,210991.0,29869.0,7.063878938029395
5,6,160332.0,29869.0,5.367839566105326
5,7,464435.0,29869.0,15.54906424721283
5,8,339927.0,29869.0,11.380595265994844
5,9,302539.28227751853,29869.0,10.128872150976548
5,10,292909.6275458575,29869.0,9.806475862796127
5,11,306635.87007041246,29869.0,10.2660239736989
5,12,335420.8075477848,29869.0,11.229730072911206
5,13,201607.63990714346,29869.0,6.749728477925054
5,14,236328.0785669646,29869.0,7.912152350830781
5,15,237352.6650887185,29869.0,7.946455023225368
5,16,238284.1795027236,29869.0,7.977641685450587
6,0,-59832.0,30786.0,-1.9434808029623856
6,1,-127417.0,30786.0,-4.138796855713636
6,2,222478.0,30786.0,7.226596504904827
6,3,174445.0,30786.0,5.666374325992334
6,4,173736.0,30786.0,5.643344377314364
6,5,64896.0,30786.0,2.1079711557201324
6,6,461257.0,30786.0,14.982686935620087
6,7,336572.0,30786.0,10.932631715714935
6,8,321334.09386391344,30786.0,10.437669520688411
6,9,321740.45525318035,30786.0,10.450869072084075
6,10,311934.5511003074,30786.0,10.132350779585115
6,11,325722.1809885168,30786.0,10.580204670581328
6,12,354026.38898966386,30786.0,11.499590365414925
6,13,217971.57050188904,30786.0,7.080217322870429
6,14,253511.04901903472,30786.0,8.234621224551248
6,15,254373.48461377638,30786.0,8.262635113810706
7,0,-193338.0,39174.0,-4.935365293306785
7,1,207183.0,39174.0,5.288788482156533
7,2,134983.0,39174.0,3.445729310256803
7,3,153794.0,39174.0,3.9259202532291826
7,4,59547.0,39174.0,1.520064328381069
7,5,527843.0,39174.0,13.47431970184306
7,6,381426.0,39174.0,9.736713126052994
7,7,383708.261927646,39174.0,9.794972735172461
7,8,400211.11106787913,39174.0,10.21624319875119
7,9,400679.2865204696,39174.0,10.228194376894614
7,10,388223.6447745482,39174.0,9.910237524239244
7,11,405856.8729081659,39174.0,10.360363325373102
7,12,441685.6523822353,39174.0,11.274969428249229
7,13,270239.12725111604,39174.0,6.898430776819218
7,14,311092.44565641554,39174.0,7.941298965038432
8,0,30083.0,26769.0,1.1237999178153835
8,1,-11456.0,26769.0,-0.4279577122791288
8,2,28646.0,26769.0,1.0701184205610967
8,3,-26050.0,26769.0,-0.9731405730509171
8,4,291047.0,26769.0,10.872539131084464
8,5,233350.0,26769.0,8.717172849191229
8,6,212671.56411543573,26769.0,7.944695883874472
8,7,238023.79874841045,26769.0,8.891770284598246
8,8,249363.3713986341,26769.0,9.315378661833991
8,9,249863.8116623935,26769.0,9.33407343055002
8,10,241871.6165647828,26769.0,9.035511844476178
8,11,253940.64422830832,26769.0,9.486370212869675
8,12,278285.81665820867,26769.0,10.395824149509084
8,13,166051.0382211022,26769.0,6.203109500582846
9,0,-46122.0,32180.0,-1.4332504661280299
9,1,9937.0,32180.0,0.30879428216283406
9,2,-67235.0,32180.0,-2.089341205717837
9,3,330609.0,32180.0,10.273741454319453
9,4,239398.0,32180.0,7.439341205717837
9,5,254299.84232744048,32180.0,7.902418966048492
9,6,289073.0616625785,32180.0,8.9830037806892
9,7,319648.14360439044,32180.0,9.933130627855514
9,8,332584.36597015784,32180.0,10.335126350843936
9,9,333020.0881092101,32180.0,10.348666504325982
9,10,323060.14159743255,32180.0,10.039159154674723
9,11,336752.2158266965,32180.0,10.464643126994918
9,12,365334.5878204743,32180.0,11.352846110020954
10,0,-59003.0,32106.0,-1.8377561826449884
10,1,-139252.0,32106.0,-4.337257833426774
10,2,261009.0,32106.0,8.129601943561951
10,3,190238.0,32106.0,5.9253099109200775
10,4,202384.17239134724,32106.0,6.303624630640604
10,5,268090.08819895855,32106.0,8.350155366565705
10,6,304466.78163381584,32106.0,9.483173912471683
10,7,336045.00319524657,32106.0,10.46673528920596
10,8,349569.0783151038,32106.0,10.887967305647036
10,9,349671.2842338005,32106.0,10.891150695627001
