Vintage Index,QSB,Contribution Profit,New Accounts,CP per Account
2,0,-105961.0,22090.0,-4.796785875961974
2,1,-165654.0,22090.0,-7.499049343594387
2,2,62218.0,22090.0,2.816568583069262
2,3,4304.0,22090.0,0.1948392937980987
2,4,951.0,22090.0,0.04305115436849253
2,5,-5732.0,22090.0,-0.25948392937980985
2,6,230994.0,22090.0,10.456948845631507
2,7,154536.0,22090.0,6.995744680851064
2,8,132058.0,22090.0,5.97818017202354
2,9,81270.0,22090.0,3.679040289723857
2,10,255634.0,22090.0,11.572385694884563
2,11,166322.0,22090.0,7.529289271163423
2,12,225005.03296416384,22090.0,10.185832184887452
2,13,189780.84622446317,22090.0,8.591256053619881
2,14,388408.2057773235,22090.0,17.58298803881048
2,15,221787.27939478238,22090.0,10.040166563819936
2,16,223238.03429827167,22090.0,10.10584129915218
2,17,190624.1648308718,22090.0,8.62943254100823
2,18,378177.1547017216,22090.0,17.119834979706727
2,19,219290.98382307452,22090.0,9.92716087927001
3,0,-236456.0,27719.0,-8.530466467044265
3,1,36667.0,27719.0,1.3228110682203542
3,2,-62930.0,27719.0,-2.2702839207763628
3,3,-21556.0,27719.0,-0.7776615318012915
3,4,-61227.0,27719.0,-2.2088459179624085
3,5,253853.0,27719.0,9.158086511057398
3,6,158792.0,27719.0,5.728633789097731
3,7,160735.0,27719.0,5.798730112918936
3,8,93612.0,27719.0,3.3771781088783865
3,9,363310.0,27719.0,13.106894188102023
3,10,231164.0,27719.0,8.339550488834373
3,11,117339.54082857662,27719.0,4.233180880572049
3,12,135598.88415640406,27719.0,4.891911113546811
3,13,386513.6483246745,27719.0,13.943996836995366
3,14,190143.37950631115,27719.0,6.859676738205244
3,15,190454.13926912667,27719.0,6.870887812299386
3,16,142964.00154940083,27719.0,5.157617574566212
3,17,379011.5635567203,27719.0,13.673349094726372
3,18,192105.97492479152,27719.0,6.930479992957593
4,0,-28213.0,19314.0,-1.4607538573055814
4,1,-79239.0,19314.0,-4.102671637154396
4,2,-37270.0,19314.0,-1.9296883089986538
4,3,-85046.0,19314.0,-4.403334368851611
4,4,122827.0,19314.0,6.359480169824997
4,5,80542.0,19314.0,4.170135652894274
4,6,123199.0,19314.0,6.378740809775293
4,7,59614.0,19314.0,3.0865693279486384
4,8,249846.0,19314.0,12.93600497048773
4,9,161083.0,19314.0,8.340219529874702
4,10,149395.0426927323,19314.0,7.735064859310982
4,11,55793.00058521081,19314.0,2.8887335914471786
4,12,271341.9677590384,19314.0,14.048978345192005
4,13,139362.88227411482,19314.0,7.215640585798634
4,14,139918.75511075233,19314.0,7.244421409897087
4,15,109762.16543356123,19314.0,5.683036420915462
4,16,265652.2588895986,19314.0,13.754388468965445
4,17,139959.58913011485,19314.0,7.246535628565541
5,0,-91065.0,22747.0,-4.003385061766386
5,1,-96083.0,22747.0,-4.223985580516112
5,2,-134808.0,22747.0,-5.926407877961929
5,3,144391.0,22747.0,6.347694201433156
5,4,62421.0,22747.0,2.744142084670506
5,5,89862.0,22747.0,3.950498966896734
5,6,77082.0,22747.0,3.3886666373587726
5,7,310100.0,22747.0,13.632566931903108
5,8,212698.0,22747.0,9.350595682947201
5,9,188270.70378340528,22747.0,8.276726767635525
5,10,170044.31306234928,22747.0,7.475461074530675
5,11,269761.75783170515,22747.0,11.859223538563553
5,12,187244.31923691914,22747.0,8.23160501327292
5,13,188290.55626679768,22747.0,8.277599519356297
5,14,152715.7651809081,22747.0,6.713666205693415
5,15,343283.7530265862,22747.0,15.091385810286464
5,16,187143.78064985664,22747.0,8.227185151881859
6,0,-121749.0,23477.0,-5.185884056736381
6,1,-159252.0,23477.0,-6.783319844954637
6,2,82630.0,23477.0,3.5196149422839373
6,3,6013.0,23477.0,0.25612301401371557
6,4,69728.0,23477.0,2.970055799292925
6,5,30977.0,23477.0,1.319461600715594
6,6,305251.0,23477.0,13.00212974400477
6,7,198913.0,23477.0,8.472675384418793
6,8,139595.07437163303,23477.0,5.946035454769904
6,9,132145.65264376506,23477.0,5.628728229491207
6,10,340677.86417715723,23477.0,14.511132775787248
6,11,112983.25201898979,23477.0,4.8125080725386455
6,12,172983.0373080245,23477.0,7.368191732675577
6,13,135436.8099524385,23477.0,5.768914680429292
6,14,329757.48371175263,23477.0,14.045980479267055
6,15,173232.8829696567,23477.0,7.378833878675159
7,0,-231844.0,30330.0,-7.6440487965710515
7,1,28196.0,30330.0,0.929640619848335
7,2,-24980.0,30330.0,-0.8236069897790966
7,3,25919.0,30330.0,0.8545664358720738
7,4,-34563.0,30330.0,-1.139564787339268
7,5,345066.0,30330.0,11.377052423343224
7,6,227358.0,30330.0,7.4961424332344215
7,7,178348.22452781082,30330.0,5.880257979815721
7,8,114934.09336316079,30330.0,3.7894524682875304
7,9,409366.08371241123,30330.0,13.497068371658795
7,10,228780.12859437466,30330.0,7.543030946072359
7,11,136867.7737620025,30330.0,4.5126203020772335
7,12,157589.42864009182,30330.0,5.195826859218326
7,13,406647.11838463036,30330.0,13.40742230084505
7,14,208274.36462070068,30330.0,6.86694245369933
8,0,-42336.0,21006.0,-2.0154241645244215
8,1,-85379.0,21006.0,-4.064505379415405
8,2,-52996.0,21006.0,-2.522898219556317
8,3,-74998.0,21006.0,-3.570313243835095
8,4,173589.0,21006.0,8.263781776635247
8,5,114049.0,21006.0,5.429353518042464
8,6,118929.49080716207,21006.0,5.66169145992393
8,7,79256.13455358136,21006.0,3.7730236386547347
8,8,243133.4560148502,21006.0,11.574476626432933
8,9,136530.02925693526,21006.0,6.499572943774886
8,10,150337.84874669006,21006.0,7.1569003497424575
8,11,54416.07349436787,21006.0,2.590501451697985
8,12,267045.05537792057,21006.0,12.712798980192353
8,13,133716.97423777994,21006.0,6.365656204788153
9,0,-94803.0,24683.0,-3.840821618117733
9,1,-80545.0,24683.0,-3.2631770854434228
9,2,-108292.0,24683.0,-4.387311104808978
9,3,168568.0,24683.0,6.829315723372361
9,4,101495.0,24683.0,4.111939391484017
9,5,121027.9856483912,24683.0,4.903293183502459
9,6,124357.70146852176,24683.0,5.038192337581402
9,7,327171.1510906921,24683.0,13.254918409054495
9,8,157295.92901138638,24683.0,6.372642264367637
9,9,188236.40678601645,24683.0,7.6261559286155025
9,10,169380.42009803318,24683.0,6.862229878784312
9,11,273122.1900626026,24683.0,11.065194265794375
9,12,185317.2123998822,24683.0,7.507888522460082
10,0,-122880.0,25488.0,-4.821092278719397
10,1,-149791.0,25488.0,-5.8769224733207786
10,2,119747.0,25488.0,4.698171688637791
10,3,63275.0,25488.0,2.4825408035153798
10,4,39870.71850462623,25488.0,1.5642937266410166
10,5,67421.72411444431,25488.0,2.6452339969571685
10,6,334628.3623727711,25488.0,13.128859164028997
10,7,158855.9714631318,25488.0,6.232578918045033
10,8,151983.17471131045,25488.0,5.9629305834632165
10,9,144300.75173109403,25488.0,5.6615172524754405
10,10,364419.2273499102,25488.0,14.297678411405768
10,11,123446.53839153696,25488.0,4.8433199306158565
11,0,-251471.0,32110.0,-7.831547804422298
11,1,49224.0,32110.0,1.5329803799439428
11,2,11151.0,32110.0,0.34727499221426344
11,3,19282.669061628007,32110.0,0.600519123688197
11,4,-9706.04044142208,32110.0,-0.3022746945319863
11,5,344310.4581322987,32110.0,10.722842047097437
11,6,205873.8268171994,32110.0,6.411517496642772
11,7,199885.9549640985,32110.0,6.225037526131999
11,8,134265.22992709503,32110.0,4.181414821771879
11,9,444493.5033824288,32110.0,13.842837227730575
11,10,251631.8872999641,32110.0,7.836558308936907
12,0,-42760.0,21821.0,-1.9595802208881352
12,1,-85272.0,21821.0,-3.907795243114431
12,2,-41287.559532954176,21821.0,-1.8921020820747985
12,3,-53587.30949348803,21821.0,-2.4557678151087496
12,4,100825.82024942564,21821.0,4.620586602329207
12,5,51945.243398529565,21821.0,2.380516172427
12,6,82497.02937536,21821.0,3.7806255155749047
12,7,43823.28096143931,21821.0,2.0083076376627704
12,8,199879.56964137242,21821.0,9.159963779907997
12,9,101561.67981991258,21821.0,4.654309143481627
13,0,-115548.0,26356.0,-4.384125056913037
13,1,-70936.35511743113,26356.0,-2.6914689299374386
13,2,-53820.520692093,26356.0,-2.0420595193539612
13,3,142784.38391825158,26356.0,5.417528605184837
13,4,59597.27174627668,26356.0,2.261241149881495
13,5,135939.41581271973,26356.0,5.157816657031406
13,6,142200.714710881,26356.0,5.3953830137684395
13,7,355009.66445181496,26356.0,13.469785417051714
13,8,175111.11677696466,26356.0,6.644070298109146
14,0,-140920.7237753282,27649.25454297854,-5.096727781802517
14,1,-130263.97181231042,27649.25454297854,-4.711301406329982
14,2,71530.94109236826,27649.25454297854,2.5870838933895732
14,3,13539.637572133724,27649.25454297854,0.4896926805418008
14,4,38041.69487575427,27649.25454297854,1.375866926778135
14,5,66884.45563780473,27649.25454297854,2.4190328724356105
14,6,357661.40561154165,27649.25454297854,12.9356617935426
14,7,167071.92956521412,27649.25454297854,6.042547342660333
15,0,-190256.3154545822,29005.967399545436,-6.559212896914577
15,1,-11702.96565648441,29005.967399545436,-0.4034675174001544
15,2,-27969.22027747641,29005.967399545436,-0.9642574540683903
15,3,10324.21817295759,29005.967399545436,0.3559342817547049
15,4,-15888.182165620296,29005.967399545436,-0.5477556375475098
15,5,303024.0762147088,29005.967399545436,10.44695638110169
15,6,180173.53522374862,29005.967399545436,6.2116023486454095
16,0,-100431.07604937216,30429.252386377633,-3.300477934000524
16,1,-90964.91824886124,30429.252386377633,-2.9893905079831606
16,2,-33994.481746860474,30429.252386377633,-1.1171645400686512
16,3,-41962.332408466944,30429.252386377633,-1.3790129272861256
16,4,203018.97060599146,30429.252386377633,6.671835641183142
16,5,132680.40322592395,30429.252386377633,4.360291259910198
17,0,-155812.08192621623,31922.376111074984,-4.880967550287073
17,1,-101235.1863391037,31922.376111074984,-3.171292324445162
17,2,-88046.64465418961,31922.376111074984,-2.7581482138995024
17,3,154257.03162221823,31922.376111074984,4.832254061711311
17,4,48248.79437748363,31922.376111074984,1.5114411975349304
18,0,-170683.12134621842,33488.765469411504,-5.096727781802517
18,1,-157775.66785229326,33488.765469411504,-4.711301406329979
18,2,86638.24575541544,33488.765469411504,2.587083893389574
18,3,16399.203330751807,33488.765469411504,0.4896926805418005
19,0,-230438.3692308583,35132.01551046703,-6.559212896914578
19,1,-14174.627079271806,35132.01551046703,-0.4034675174001532
19,2,-33876.30783241426,35132.01551046703,-0.9642574540683939
20,0,-121642.0770560037,36855.89768769058,-3.3004779340005244
20,1,-110176.67071078075,36855.89768769058,-2.9893905079831606
21,0,-188719.52807323972,38664.36851483271,-4.880967550287075
