Vintage Index,QSB,Contribution Profit,New Accounts,CP per Account
0,0,24966.0,23883.0,1.045346062052506
0,1,-38868.0,23883.0,-1.6274337394799647
0,2,-9677.0,23883.0,-0.4051836033999079
0,3,-69705.0,23883.0,-2.9186031905539505
0,4,217025.0,23883.0,9.087007494870829
0,5,158017.0,23883.0,6.616296110203911
0,6,137719.0,23883.0,5.766402880710128
0,7,79832.0,23883.0,3.3426286479922958
0,8,327827.0,23883.0,13.726374408575136
0,9,204933.0,23883.0,8.58070594146464
0,10,193841.0,23883.0,8.116275174810534
0,11,141173.0,23883.0,5.911024578151824
0,12,329809.0,23883.0,13.809362307917766
0,13,226694.0,23883.0,9.49185613197672
0,14,273254.8236797346,23883.0,11.441394451272227
0,15,244010.7217062059,23883.0,10.216920893782435
0,16,434218.7499986842,23883.0,18.181080684950977
0,17,266189.80871601874,23883.0,11.145576716326204
0,18,268826.27154448914,23883.0,11.255967489196882
0,19,241781.62976958972,23883.0,10.123587060653591
0,20,421636.15402177407,23883.0,17.654237492014154
0,21,261286.73322785145,23883.0,10.940281088131787
1,0,-13229.0,28630.0,-0.462067761089766
1,1,-19834.0,28630.0,-0.6927698218651764
1,2,-96240.0,28630.0,-3.3615089067411805
1,3,248307.0,28630.0,8.67296542088718
1,4,153653.0,28630.0,5.366852951449529
1,5,169241.0,28630.0,5.911316800558854
1,6,99477.0,28630.0,3.474572127139364
1,7,404822.0,28630.0,14.139783443939923
1,8,285873.0,28630.0,9.985085574572127
1,9,261654.0,28630.0,9.139154732797765
1,10,160574.0,28630.0,5.608592385609501
1,11,414520.0,28630.0,14.478519035976248
1,12,290792.0,28630.0,10.156898358365352
1,13,188080.35277854945,28630.0,6.569345189610529
1,14,209398.99234542798,28630.0,7.313971091352706
1,15,432245.96587206377,28630.0,15.0976586053812
1,16,245714.33979105836,28630.0,8.582407956376471
1,17,247723.89042475945,28630.0,8.65259833827312
1,18,211472.4986646045,28630.0,7.386395342808401
1,19,421532.2112803668,28630.0,14.723444333928285
1,20,243777.64792831943,28630.0,8.514762414541371
2,0,-48734.0,28829.0,-1.690450587949634
2,1,-134547.0,28829.0,-4.667071351763849
2,2,216762.0,28829.0,7.518887231607063
2,3,108441.0,28829.0,3.7615248534461827
2,4,103686.0,28829.0,3.5965867702660517
2,5,84487.0,28829.0,2.930625411911617
2,6,378606.0,28829.0,13.132817648895209
2,7,281534.0,28829.0,9.765652641437441
2,8,254499.0,28829.0,8.82788164695272
2,9,159194.0,28829.0,5.52200908807104
2,10,436992.0,28829.0,15.15806999895938
2,11,299261.0,28829.0,10.380554302958826
2,12,298258.8463932358,28829.0,10.345792306123549
2,13,166912.113562226,28829.0,5.789729562670436
2,14,452245.30063046364,28829.0,15.687165723072727
2,15,264824.44511552795,28829.0,9.1860433978122
2,16,267354.05232053663,28829.0,9.273788626748644
2,17,233575.0091538894,28829.0,8.10208502389571
2,18,440457.7626262954,28829.0,15.278287926265058
2,19,261744.87465839193,28829.0,9.079221431835718
3,0,-180496.0,36774.0,-4.908250394300321
3,1,172576.0,36774.0,4.692880839723718
3,2,89742.0,36774.0,2.4403654756077664
3,3,140024.0,36774.0,3.807690215913417
3,4,27407.0,36774.0,0.7452819927122424
3,5,443996.0,36774.0,12.073638984064829
3,6,326840.0,36774.0,8.887801163865774
3,7,335106.0,36774.0,9.112579539892316
3,8,207014.0,36774.0,5.629357698373851
3,9,561662.0,36774.0,15.273345298308588
3,10,392395.0,36774.0,10.670446511121987
3,11,344197.6666048216,36774.0,9.35981037158921
3,12,335857.53022606834,36774.0,9.133015995705344
3,13,496580.657533937,36774.0,13.50358017985362
3,14,342940.96704197297,36774.0,9.325636782563032
3,15,346384.9049031837,36774.0,9.419288217305262
3,16,304046.96601602685,36774.0,8.2679873284393
3,17,567087.992329672,36774.0,15.42089498911383
3,18,338819.5263983938,36774.0,9.213561929580512
4,0,26961.0,25343.0,1.0638440595036105
4,1,-12854.0,25343.0,-0.5072011995422799
4,2,14029.0,25343.0,0.5535650870062739
4,3,-29005.0,25343.0,-1.1444974943771455
4,4,261911.0,25343.0,10.334648620920964
4,5,173611.0,25343.0,6.850451801286352
4,6,211630.0,25343.0,8.35062936511068
4,7,115290.0,25343.0,4.549185179339463
4,8,375957.0,25343.0,14.834747267490037
4,9,304651.0,25343.0,12.021110365781478
4,10,227102.17699521413,25343.0,8.96114023577375
4,11,200687.28122563384,25343.0,7.918844699744854
4,12,437550.4629930423,25343.0,17.265140788108837
4,13,185470.0612243748,25343.0,7.318394082167652
4,14,242950.0724542094,25343.0,9.586476441392472
4,15,213227.956121435,25343.0,8.413682520673756
4,16,397975.68806924473,25343.0,15.703574480891952
4,17,237699.01865338313,25343.0,9.379277064806184
5,0,-21946.0,29869.0,-0.734741705447119
5,1,-26572.0,29869.0,-0.8896179985938598
5,2,-65689.0,29869.0,-2.199236666778265
5,3,267568.0,29869.0,8.958050152331849
5,4,174027.0,29869.0,5.826341692055308
5,5,210991.0,29869.0,7.063878938029395
5,6,160332.0,29869.0,5.367839566105326
5,7,464435.0,29869.0,15.54906424721283
5,8,339927.0,29869.0,11.380595265994844
5,9,273762.1229387744,29869.0,9.16542646016855
5,10,214694.47529326062,29869.0,7.1878695401004595
5,11,481680.31545621133,29869.0,16.126429256292855
5,12,303517.378663892,29869.0,10.161618355615923
5,13,215820.28415335526,29869.0,7.225561088531764
5,14,244028.62958279648,29869.0,8.169963158552227
5,15,464258.42659537744,29869.0,15.543152653097776
5,16,274484.52884778637,29869.0,9.189612268498657
6,0,-59832.0,30786.0,-1.9434808029623856
6,1,-127417.0,30786.0,-4.138796855713636
6,2,222478.0,30786.0,7.226596504904827
6,3,174445.0,30786.0,5.666374325992334
6,4,173736.0,30786.0,5.643344377314364
6,5,64896.0,30786.0,2.1079711557201324
6,6,461257.0,30786.0,14.982686935620087
6,7,336572.0,30786.0,10.932631715714935
6,8,283044.4148597742,30786.0,9.193932789572344
6,9,237518.07832929154,30786.0,7.715132798326887
6,10,486499.11611588683,30786.0,15.802608851942013
6,11,283590.3150515306,30786.0,9.211664881814157
6,12,317496.0867023606,30786.0,10.313002231610492
6,13,181891.66451925837,30786.0,5.9082590956687575
6,14,479439.53106010414,30786.0,15.573297312418116
6,15,284416.94366096304,30786.0,9.238515677936823
7,0,-193338.0,39174.0,-4.935365293306785
7,1,207183.0,39174.0,5.288788482156533
7,2,134983.0,39174.0,3.445729310256803
7,3,153794.0,39174.0,3.9259202532291826
7,4,59547.0,39174.0,1.520064328381069
7,5,527843.0,39174.0,13.47431970184306
7,6,381426.0,39174.0,9.736713126052994
7,7,344744.87361590937,39174.0,8.800349048243973
7,8,300211.09127434256,39174.0,7.663529158991744
7,9,631613.27429624,39174.0,16.123277538577625
7,10,344688.6985900848,39174.0,8.798915060756746
7,11,363905.3864395589,39174.0,9.289462052370421
7,12,354852.91013099946,39174.0,9.05837826443558
7,13,521590.8488575211,39174.0,13.314720193432406
7,14,357646.33176731376,39174.0,9.129686316621068
8,0,30083.0,26769.0,1.1237999178153835
8,1,-11456.0,26769.0,-0.4279577122791288
8,2,28646.0,26769.0,1.0701184205610967
8,3,-26050.0,26769.0,-0.9731405730509171
8,4,291047.0,26769.0,10.872539131084464
8,5,233350.0,26769.0,8.717172849191229
8,6,192619.89441305381,26769.0,7.195632799620973
8,7,174344.40218137117,26769.0,6.5129217446064915
8,8,409659.21097426343,26769.0,15.303493256164348
8,9,227836.3607354015,26769.0,8.511201790705723
8,10,220324.40269301122,26769.0,8.230580249281303
8,11,193667.27887992034,26769.0,7.234759568154221
8,12,430827.3295642623,26769.0,16.094263123921785
8,13,180381.43945450187,26769.0,6.738445196103772
9,0,-46122.0,32180.0,-1.4332504661280299
9,1,9937.0,32180.0,0.30879428216283406
9,2,-67235.0,32180.0,-2.089341205717837
9,3,330609.0,32180.0,10.273741454319453
9,4,239398.0,32180.0,7.439341205717837
9,5,218831.96140575962,32180.0,6.800247402292095
9,6,195736.02523352092,32180.0,6.082536520619047
9,7,505202.7113241693,32180.0,15.699276299694509
9,8,291247.2353361613,32180.0,9.050566666754545
9,9,295078.4810026344,32180.0,9.169623399708962
9,10,235257.55699920226,32180.0,7.310676103144881
9,11,511152.3374810383,32180.0,15.884162134277139
9,12,324056.59863163595,32180.0,10.070124258285766
10,0,-59003.0,32106.0,-1.8377561826449884
10,1,-139252.0,32106.0,-4.337257833426774
10,2,261009.0,32106.0,8.129601943561951
10,3,190238.0,32106.0,5.9253099109200775
10,4,164611.01039810205,32106.0,5.1271105213387544
10,5,172553.54828120116,32106.0,5.374495367881429
10,6,488990.7028733149,32106.0,15.230508405697218
10,7,288754.94144381006,32106.0,8.993799957758988
10,8,303624.87862609,32106.0,9.456951305864637
10,9,256684.5327744523,32106.0,7.994908514746537
